#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTDESCLoR.887;Dawn breaks, and the caravan prepares to move on. The merchant insists on leaving you a gift, as thanks for your great hospitality. He shouts a terse command in a foreign language and a young man comes forward. "This eunuch will serve you well," the merchant says. "His loyalty to you, his new master, shall be beyond reproach.";L'aube se lève, et la caravane prépare son départ. Le marchand insiste pour vous faire un cadeau, en remerciement de votre grande hospitalité. Dans une langue étrangère, il crie brusquement un ordre et un jeune homme s'approche. ''Cet eunuque va bien vous;Im Morgengrauen bereitet sich die Karavane darauf vor, weiterzuziehen. Der Kaufmann besteht darauf, Euch ein Geschenk zurückzulassen, als Dank für Eure große Gastfreundlichkeit. Er ruft einen knappen Befehl in einer fremden Sprache und ein junger Mann kom;;Amanece, y la caravana se prepara para seguir adelante. El comerciante insiste en dejarte un regalo, como agradecimiento por tu gran hospitalidad. Grita una escueta orden en un idioma extranjero y se presenta un joven. "Este eunuco le servirá bien", dice el comerciante. "Su lealtad a ti, su nuevo maestro, será irreprochable.";;;;;;;;;x
EVTOPTALoR.887;That is very kind. I accept your gift.;C'est très gentil. J'accepte votre cadeau.;Das ist sehr freundlich. Ich nehme Euer Geschenk an.;;Muy amable de su parte. Acepto su regalo.;;;;;;;;;x
EVTOPTBLoR.887;No, you may keep your servant.;Non, vous pouvez garder votre serviteur.;Nein, Ihr könnt Euren Bediensteten behalten.;;No, quédese con su sirviente.;;;;;;;;;x
eunuch_declined;You decline the gift.;Vous déclinez l'offre.;Ihr lehnt das Geschenk ab.;;Tu rechazas el regalo.;;;;;;;;;x
claim_constantinople;Claim Constantinople;Revendiquer Constantinople;Konstantinopel beanspruchen;;Constantinopla reivindica.;;;;;;;;;x
claim_constantinople_desc;As the Roman [Root.GetTitle], the Imperial City should be yours to rule.;En tant que [Root.GetTitle] romain, vous devriez régner sur la Cité impériale.;Als römischer [Root.GetTitle] sollte die kaiserliche Stadt durch Euch regiert werden.;;Como el romano [Root.GetTitle], la Ciudad Imperial debe ser tuya y tú debes gobernarla.;;;;;;;;;x
make_rome_capital;Make Rome Capital;Faire de Rome la capitale;Macht Rom zur Hauptstadt;;Hacer de Roma la capital.;;;;;;;;;x
make_rome_capital_desc;The city of Rome has seen better days, but no one can deny its symbolic power. If you so wish, you may restore it as the capital of the Empire.;La cité de Rome a connu des jours meilleurs, mais personne ne peut nier son pouvoir symbolique. ;Die Stadt Rom hat schon bessere Tage gesehen, doch niemand kann ihre symbolische Macht leugnen. Wenn Ihr es wünscht, könnt Ihr sie wieder zur Hauptstadt des Reiches auferstehen lassen.;;La ciudad de Roma ha visto días mejores, pero nadie puede negar su poder simbólico. Si lo deseas, puedes reinstaurarla como la capital del Imperio.;;;;;;;;;x
rome_capital;Rome once more becomes the seat of imperial power.;Rome est une fois de plus le siège du pouvoir impérial.;Rom wird einmal mehr der Sitz der kaiserlichen Macht.;;Roma vuelve a ser la sede del poder imperial.;;;;;;;;;x
EVTDESCLoR.45;You are the current ruler of the glorious Roman Empire. May your reign be a prosperous one!;Vous êtes l'actuel souverain du glorieux Empire romain. Que votre règne soit prospère !;Ihr seid der gegenwärtige Herrscher des glorreichen römischen Reiches. Möge Eure Herrschaft eine blühende sein!;;Tú eres el actual soberano del glorioso Imperio Romano. ¡Que tu reinado sea próspero!;;;;;;;;;x
EVTOPTALoR.45;Hail Caesar!;Avé César !;Heil Cäsar!;;¡Ave César!;;;;;;;;;x
EVTDESCLoR.46;You are no longer the ruler of the Roman Empire. It will surely crumble without your guiding hand to lead it.;Vous n'êtes plus le souverain de l'Empire romain. Celui-ci va sûrement s'effondrer sans vos conseils pour le guider.;Ihr seid nicht länger der Herrscher des römischen Reiches. Es wird sicherlich ohne Eure führende Hand zum Untergang verdammt sein. ;;Ya no eres el gobernante del Imperio Romano.  Sin duda va a desmoronarse si tú no lo lideras.;;;;;;;;;x
EVTOPTALoR.46;What a loss for the Empire!;Quelle perte pour l'empire !;Was für ein Verlust für das Reich!;;¡Qué pérdida para el Imperio!;;;;;;;;;x
EVTDESCLoR.901;[From.GetTitledFirstName] has challenged you to a friendly game of tzykanion at the tzykanisterion stadium in [Root.Location.GetName]. This popular Byzantine game can trace its origins back to Sassanid Persia, and features two teams on horseback using sticks with nets to get a leather ball into the opposing team's goal. Will you accept the challenge?;[From.GetTitledFirstName] vous a proposé une partie amicale de tzykanion au stade tzykanisterion à [Root.Location.GetName]. Les origines de ce jeu byzantin populaire remontent à l'époque des Sassanides. Deux équipes s'affrontent à dos de cheval, elles uti;[From.GetTitledFirstName] hat Euch zu einem Freunschaftsspiel von Tzykanion im Tzykanisterion-Stadium in [Root.Location.GetName] herausgefordert. Die Wurzeln dieses beliebten byzantischen Spiels können bis zum Sassanidenreich zurückverfolgt werden. In die;;[From.GetTitledFirstName] te ha retado a un juego amistoso de tzykanion en el estadio tzykanisterion en [Root.Location.GetName]. Los orígenes de este popular juego bizantino se remontan a la Persia sasánida, y básicamente consiste en que dos equipos montandos a caballo y utilizando palos con redes, consigan meter una pelota de cuero en la portería del equipo contrario. ¿Aceptas el reto?;;;;;;;;;x
EVTOPTALoR.901;Of course. I will get the old team together!;Bien sûr. Je vais rassembler mon ancienne équipe !;Natürlich. Ich werde das alte Team zusammenrufen!;;¡Por supuesto. Voy a juntar el viejo equipo!;;;;;;;;;x
EVTOPTBLoR.901;Sadly, I have no time.;Hélas ! Je n'ai pas le temps.;Leider habe ich keine Zeit.;;Lamentablemente, no tengo tiempo.;;;;;;;;;x
EVTDESCLoR.902;You spend a wonderful afternoon at the tzykanisterion, playing a tense game of tzykanion that ends in victory for your team. Your opponent and his team are magnanimous in defeat, and you depart the stadium as friends.;Vous passez un superbe après-midi au tzykanisterion à jouer une partie très enlevée de tzykanion qui se termine par la victoire de votre équipe. Dans la défaite, votre adversaire et son équipe se montrent magnanimes à votre égard, et vous quittez le stade;Ihr verbringt einen schönen Nachmittag im Tzykanisterion und spielt ein spannendes Spiel Tzykanion, das mit einem Sieg Eurer Mannschaft endet. Euer Gegner und sein Team nehmen ihre Niederlage großmütig hin und ihr verlasst das Stadion als Freunde.;;Has pasado una tarde maravillosa en el  tzykanisterion, jugando un tenso partido de tzykanion que ha terminado con la victoria de tu equipo. Tu oponente y su equipo se han mostrado magnánimos en el momento de la derrota, y salís del estadio como amigos.;;;;;;;;;x
EVTOPTALoR.902;We must do this again sometime.;Nous devons remettre ça un de ces jours.;Wir müssen das einmal wiederholen.;;Esto lo tenemos que repetir.;;;;;;;;;x
EVTDESCLoR.903;You spend a wonderful afternoon at the tzykanisterion, playing a tense game of tzykanion that sadly ends in a defeat for your team. Your opponent and his team are magnanimous in victory, and you depart the stadium as friends.;Vous passez un superbe après-midi au tzykanisterion à jouer une partie très enlevée de tzykanion qui se termine malheureusement par la défaite de votre équipe. Dans la victoire, votre adversaire et son équipe se montrent magnanimes à votre égard, et vous ;Ihr verbringt einen schönen Nachmittag im Tzykanisterion und spielt ein spannendes Spiel Tzykanion, das leider mit einer Niederlage Eurer Mannschaft endet. Euer Gegner und sein Team sind großmütig in ihrem Sieg und ihr verlasst das Stadion als Freunde. ;;Has pasado una tarde maravillosa en el tzykanisterion, jugando un tenso partido de tzykanion que lamentablemente ha terminado con la derrota de tu equipo. En el momento de la victoria tu oponente y su equipo se han mostrado magnánimos, y salís del estadio como amigos.;;;;;;;;;x
EVTOPTALoR.903;We need to do a rematch sometime.;Ce n'est que partie remise.;Wir müssen unbedingt einmal einen Rückkampf vornehmen.;;Algún día tendremos que hacer la revancha.;;;;;;;;;x
EVTDESCLoR.904;Sadly, the afternoon you spend at the tzykanisterion ends in disaster. The game of tzykanion quickly devolves into a violent melee after you break your stick against the head of your challenger in a sudden fit of rage. You howl obscenities and curses at your opponents, and it takes the efforts of your entire team to end the fight and pull you away from the stadium.;Malheureusement, l'après-midi que vous passez au tzykanisterion se termine en désastre. La partie de tzykanion se transforme rapidement en une violente mêlée après que vous avez, dans un soudain accès de rage, fracassé votre bâton sur la tête de votre opp;Leider endet der Nachmittag, den ihr im Tzykanisterion verbringt, in einem Desaster. Das Tzykanion-Spiel ging schnell in einen gewalttätigen Kampf über, nachdem Ihr Euren Stock, in einem plötzlichen Wutanfall, am Kopf Eures Herausforderers zerschlagt. Ihr;;Por desgracia, la tarde que pasasteis en tzykanisterion termina desastrosamente. El juego de  tzykanion rápidamente se convierte en un violento cuerpo a cuerpo después de que, en un arrebato de rabia, rompas tu palo contra la cabeza de tu rival. Gritas obscenidades y maldiciones a tus oponentes, será necesario el esfuerzo de todo tu equipo para poner fin a la lucha y sacarte estadio.;;;;;;;;;x
EVTOPTALoR.904;This isn't over! THIS ISN'T OVER!;Ce n'est pas fini ! CE N'EST PAS FINI !;Das ist noch nicht vorbei. DAS IST NOCH NICHT VORBEI!;;¡Esto no se ha acabado! ¡ESTO NO HA TERMINADO!;;;;;;;;;x
tzykanion_accepted;You accept the challenge.;Vous acceptez le défi.;Ihr nehmt die Herausforderung an.;;Tu aceptas el reto.;;;;;;;;;x
tzykanion_declined;You refuse the challenge.;Vous refusez le défi.;Ihr lehnt die Herausforderung ab.;;Tu rechazas el desafío.;;;;;;;;;x
opinion_tzykanion_pos;Tzykanion Partner;Partenaire de tzykanion;Tzykanion Partner;;Compañero de Tzykanion;;;;;;;;;x
opinion_tzykanion_neg;Tzykanion Nemesis;La Némesis de Tzykanion;;;La Némesis del Tzykanion;;;;;;;;;x
