#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Misc events, decisions, modifiers;;;;;;;;;;;;x
###### Georgian Schism;;;;;;;;;;;;x
GEORGIAN.1.title;The Georgian Church;L'Église géorgienne;;;La iglesia Georgiana;;;;;;;x
imperial_legacy.50.desc;At your initiative, the process of dividing the empire into two separate and distinct parts has started. The two halves will be made roughly equal in size and territory, and be geographically coherent, to allow both the East and West to prosper. You now have to choose which part of the Empire you want to govern, whether it should be the East with the prosperous Oriens, rich Egypt and wealthy Constantinople, or the West that includes the illustrious city of Rome and the grain of Africa. Regardless of what you chose, the formerly united empire will from now on be divided.;À votre initiative, le processus de division de l'empire en deux parties distinctes et séparées a commencé. Les deux moitiés seront à peu près égales en taille et en territoire, seront géographiquement cohérentes, pour permettre à l'Est et à l'Ouest de prospérer. Vous devez maintenant choisir quelle partie de l'Empire vous voulez gouverner, que ce soit l'Orient avec les prospères Oriens, la riche Egypte et le riche Constantinople, ou l'Occident qui comprend l'illustre ville de Rome et le grain de l'Afrique. Peu importe ce que vous avez choisi, l'empire autrefois uni sera désormais divisé.;;;;;;;;;;x
imperial_legacy.50.a;Hand out the West;Distribuez l'Ouest;;;;;;;;;;x
imperial_legacy.50.a.tooltip;§Y[Root.Heir.GetFullName]§! becomes the [Root.Heir.GetEmpressEmperor] of §Y[western_empire.GetFullName]§!\n§Y[Root.GetFullName]§! remains the [Root.GetEmpressEmperor] of §Y[eastern_empire.GetFullName]§!\nThe Roman Empire is divided...;§Y [Root.Heir.GetFullName] §! devient le [Root.Heir.GetEmpressEmperor] de §Y [western_empire.GetFullName] §! \n§Y [Root.GetFullName] §! reste le [Root.GetEmpressEmperor] de §Y [eastern_empire.GetFullName] §! \nL'Empire romain est divisé ...;;;;;;;;;;x
imperial_legacy.50.b;Hand out the East;Distribuez l'est;;;;;;;;;;x
imperial_legacy.50.b.tooltip;§Y[Root.Heir.GetFullName]§! becomes the [Root.Heir.GetEmpressEmperor] of §Y[eastern_empire.GetFullName]§!\n§Y[Root.GetFullName]§! remains the [Root.GetEmpressEmperor] of §Y[western_empire.GetFullName]§!\nThe Roman Empire is divided...;§Y [Root.Heir.GetFullName] §! devient le [Root.Heir.GetEmpressEmperor] de §Y [eastern_empire.GetFullName] §! \n§Y [Root.GetFullName] §! reste le [Root.GetEmpressEmperor] de §Y [western_empire.GetFullName] §! \nL'Empire romain est divisé ...;;;;;;;;;;x
imperial_legacy.50.c;May my chilren divide the Empire;Que mes enfants divisent l'Empire;;;;;;;;;;x
imperial_legacy.50.c.tooltip;§Y[target_first_child.GetFullName]§! becomes the [target_first_child.GetEmpressEmperor] of §Y[eastern_empire.GetFullName]§!\n§Y[target_second_child.GetFullName]§! becomes the [target_second_child.GetEmpressEmperor] of §Y[western_empire.GetFullName]§!\nThe Roman Empire is divided...;§Y [target_first_child.GetFullName] §! devient le [target_first_child.GetEmpressEmperor] de §Y [eastern_empire.GetFullName] §! \n§Y [target_second_child.GetFullName] §! devient le [target_second_child.GetEmpressEmperor] de §Y [western_empire.GetFullName] §! \nL'Empire romain est divisé ...;;;;;;;;;;x
imperial_legacy.50.d;May my kins divide the Empire;Que mes parents divisent l'Empire;;;;;;;;;;x
imperial_legacy.50.d.tooltip;§Y[target_heir.GetFullName]§! becomes the [target_heir.GetEmpressEmperor] of §Y[eastern_empire.GetFullName]§!\n§Y[target_second_kin.GetFullName]§! becomes the [target_second_kin.GetEmpressEmperor] of §Y[western_empire.GetFullName]§!\nThe Roman Empire is divided...;§Y [target_heir.GetFullName] §! devient le [target_heir.GetEmpressEmperor] de §Y [eastern_empire.GetFullName] §! \n§Y [target_second_kin.GetFullName] §! devient le [target_second_kin.GetEmpressEmperor] de §Y [western_empire.GetFullName] §! \nL'Empire romain est divisé ...;;;;;;;;;;x
imperial_legacy.50.e;Maybe this isn't a good idea, after all...;Peut-être que ce n'est pas une bonne idée, après tout ...;;;;;;;;;;x
imperial_legacy.50.e.tooltip;The Empire stays united... for now.;L'Empire reste uni ... pour l'instant.;;;;;;;;;;x
###### Historical events;;;;;;;;;;;;x
historical_wtwsms.1.name;Restoration of Zeno;Restauration de Zénon;;;;;;;;;;x
historical_wtwsms.1.desc.a;You are now once again the emperor in Constantinople. In 475, you had after a conspiracy lost the throne to the Miaphysite Basiliscus and been forced to flee the capital. Subsequently after loosing the throne and being defeated, Basiliscus has been imprisoned and safely awaits your decision in dungeon...;Vous êtes maintenant de nouveau l'empereur de Constantinople. En 475, après un complot, vous aviez perdu le trône au profit du Miaphysite Basiliscus et aviez été contraint de fuir la capitale. Après avoir été vaincu et puis perdu le trône, Basiliscus a désormais été emprisonné et attend en toute sécurité votre décision en prison...;;;;;;;;;;x
historical_wtwsms.1.desc.b;Zeno is now once again the emperor in Constantinople. In 475, he had after a conspiracy lost the throne to the Miaphysite Basiliscus and been forced to flee the capital. Subsequently after loosing the throne and being defeated, Basiliscus was imprisoned by Zeno.;Zénon est maintenant de nouveau l'empereur de Constantinople. En 475, après un complot, il avait perdu le trône au profit du Miaphysite Basiliscus et puis avait ensuite été contraint de fuir la capitale. Par la suite, après avoir perdu le trône et été vaincu, Basiliscus fut emprisonné par Zénon.;;;;;;;;;;x
historical_wtwsms.2.name;Victory of Theodoric;Victoire de Théodoric;;;;;;;;;;x
historical_wtwsms.2.desc.a;Upon the orders of the Eastern Roman Emperor, you have defeated and overthrown Odoacer, former foederati of the Eastern Roman Empire. With this victory, your people, the Ostrogoths can establish themselves in Italy... But some already wonder for how long the cordial relations between you, who can now rule over Italy from Ravenna, and Constantinople will last.;Sur les ordres de l'empereur romain d'Orient, vous avez vaincu et renversé Odoacre, ancien foederati de l'Empire romain d'Orient. Avec cette victoire, votre peuple, les Ostrogoths peuvent s'installer en Italie... Mais certains se demandent déjà pour combien de temps les relations cordiales entre vous, qui peuvent désormais régner sur l'Italie de Ravenne, et Constantinople vont durer.;;;;;;;;;;x
historical_wtwsms.2.desc.b;Upon the orders of the Eastern Roman Emperor, the ambitious barbarian ruler Theodoric Amal has now defeated and overthrown Odoacer, former foederati of the Eastern Roman Empire. With this victory, the Ostrogoths can establish themselves in Italy... But some already wonder for how long the cordial relations between Theodoric, who now rules from Ravenna, and Constantinople will last.;Sur les ordres de l'empereur romain d'Orient, le souverain barbare ambitieux Théodoric Amal a vaincu et renversé Odoacre, ancien foederati de l'Empire romain d'Orient. Avec cette victoire, les Ostrogoths peuvent s'installer en Italie... Mais certains se demandent déjà pour combien de temps les relations cordiales entre Théodoric, qui maintenant règne de Ravenne, et Constantinople vont durer.;;;;;;;;;;x
historical_wtwsms.3.name;Victory of Nepos;Victoire de Nepos;;;;;;;;;;x
historical_wtwsms.3.desc.a;After having been forced to flee to Dalmatia due to the machinations of the Patrician Orestes who placed his son Romulus Augustulus upon the throne of the Western Roman Empire as his puppet, your victory and return to Italy marks a return to power after a long period in exile. This reconquest is also a change in the turn of events following the fall of Rome, and may indicate that a restitution of the old order and authority of the West is underway. Old holders and claimants of what is rightfully yours have been imprisoned and stripped of their holdings. On the other hand, while you are technically recognised as the legitimate emperor in the West by the Eastern Roman Empire, ambitious vassals and other claimants may exploit your relative weakness in their favour and try to grab the imperial title for themselves. The period of turmoil may not have ended…;Après avoir été forcé de vous enfuir en Dalmatie à cause des intrigues du patricien Orestes qui a placé son fils Romulus Augustule sur le trône de l'Empire romain d'Occident en tant qu'empereur fantoche, votre victoire et retour en Italie marquent votre retour sur la scène politique romaine après une longue période d’exil. Cette reconquête est aussi un retournement de situation par rapport à la chute de Rome, et peut indiquer qu'une restauration de l'ordre ancien et l'autorité de l'Occident soit en cours. Les anciens dirigeants et prétendants de ce qui est légitimement votre possession ont été emprisonnés et déchus de leurs titres. Par contre, bien que vous êtes toujours considéré comme l'empereur légitime de l'Occident par l'Empire romain d'Orient, des vassaux ambitieux et d'autres prétendants pourraient exploiter votre relative faiblesse à leur avantage et tenter d'usurper le titre impérial. La période d'instabilité n'est peut-être pas finie… ;;;;;;;;;;x
historical_wtwsms.3.desc.b;After having been forced to flee to Dalmatia due to the machinations of the Patrician Orestes who placed his son Romulus Augustulus upon the throne of the Western Roman Empire as his puppet, the victory of Nepos and his return to Italy marks a return to power after a long period in exile. This reconquest is also a change in the turn of events following the fall of Rome, and may indicate that a restitution of the old order and authority of the West is underway. Old holders and claimants of what the emperor once again holds have been imprisoned and stripped of their holdings. On the other hand, while Julius Nepos is technically recognised as the legitimate emperor in the West by the Eastern Roman Empire, ambitious vassals and other claimants may exploit his relative weakness in their favour and try to grab the imperial title for themselves. The period of turmoil may not have ended… ;Après avoir été forcé s’enfuir en Dalmatie à cause des intrigues du patricien Orestes qui a placé son fils Romulus Augustule sur le trône de l'Empire romain d'Occident en tant qu'empereur fantoche, la victoire et retour en Italie de Nepos marquent aussi son retour sur la scène politique romaine après une longue période d’exil. Cette reconquête est aussi un retournement de situation par rapport à la chute de Rome, et peut indiquer qu'une restauration de l'ordre ancien et l'autorité de l'Occident soit en cours. Les anciens dirigeants et prétendants de l'empereur ont été emprisonnés et déchus de leurs titres. Par contre, bien que Julius Nepos soit toujours considéré comme l'empereur légitime de l'Occident par l'Empire romain d'Orient, des vassaux ambitieux et d'autres prétendants pourraient exploiter sa relative faiblesse à leur avantage et tenter d'usurper le titre impérial. La période d'instabilité n'est peut-être pas finie… ;;;;;;;;;;x
historical_wtwsms.3.a;Rome lives on!;Rome survit !;;;;;;;;;;x
historical_wtwsms.3.b;The future is uncertain.;L'avenir est incertain.;;;;;;;;;;x
historical_wtwsms.4.name;Isaurians Crushed;Isauriens écrasés;;;;;;;;;;x
historical_wtwsms.4.desc;With the defeat of [target_isaurian_leader.GetFullName], the Isaurian Wars have ended in a victory of the Eastern Roman Empire. After repeated clashes following the nomination of another emperor than Zeno’s brother upon his death, the Isaurians, of whom many had been prominent around the old emperor who was an Isaurian himself, were exiled from the imperial capital of Constantinople. Rebelling from their stronghold in Isauria in Asia Minor following the exile, these former generals with significant following posed a threat to the imperial forces. With their defeat, the imperial citizens in Anatolia can rejoice, as they no longer need to fear the raids of these barbarians, and the rebels have been imprisoned and stripped of their territories.;Avec la défaite de [target_isaurian_leader.GetFullName], les guerres Isaurienne se sont terminées par une victoire de l'Empire romain d'Orient. Après des affrontements répétés à la suite de la nomination d'un autre empereur que le frère de Zénon à sa mort, les Isauriens, dont beaucoup s'étaient distingués autour du vieil empereur Isaurien lui-même, furent exilés de la capitale impériale de Constantinople. Se rebellant depuis leur bastion d'Isauria en Asie Mineure à la suite de l'exil, ces anciens généraux aux effectifs importants constituaient une menace pour les forces impériales. Avec leur défaite, les citoyens impériaux en Anatolie peuvent se réjouir, car ils n'ont plus besoin de craindre les raids de ces barbares, et les rebelles ont été emprisonnés et dépouillés de leurs territoires.;;;;;;;;;;x
