#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;Un nouveau cosmétique populaire parmi les femmes nobles est fait en utilisant le jaune d'oeuf des oeufs de caille au lieu des oeufs de poule habituels. Mais les oeufs de caille sont un luxe rare, beaucoup plus adapté à la gastronomie. Ces femmes sont-elles vraiment vaines ?;;;;;;;;;;x
VIETmisc.2016.a;A useless product!;Un produit inutile !;;;;;;;;;;;;x
VIETmisc.2297.desc;I noticed a bunch of toads gathered along the side of the road. Why are they here? I hurry along the road, avoiding the toads gathered for who knows what - toads are bad news, associated with the devil and all.;J'ai remarqué un groupe de crapauds rassemblés le long de la route. Pourquoi sont-ils ici? Je me dépêche le long de la route, évitant les crapauds rassemblés pour qui sait quoi - les crapauds sont de mauvaises nouvelles, associés au diable et à tous.;;;;;;;;;;x
VIETmisc.2297.a;What evil business were they up to?;Que devaient-ils faire ?;;;;;;;;;;;;x
VIETmisc.2298.desc;I was walking by when I saw an owl. I paused for a moment, to observe it, but the creature dared to launch itself at me, clawing at my face and so on! My guards hurried in to scare it off, but the damage was done.;Je passais quand j'ai vu une chouette. Je m'arrêtai un moment pour l'observer, mais la créature osa se lancer sur moi, me griffant au visage et ainsi de suite! Mes gardes se sont précipités pour l'effrayer, mais le mal était fait.;;;;;;;;;;x
VIETmisc.2298.a;What did I ever do to deserve that?;Qu'ai-je fait pour mériter ça ?;;;;;;;;;;;;x
VIETmisc.2299.desc;They say that in Hindustan there live mice who move around by jumping on their hind legs, and are so small that they are the size of a tiny gold coin. Can you believe that?;Ils disent que dans l'Hindoustan, il y a des souris vivantes qui se déplacent en sautant sur leurs pattes arrière, et qui sont si petites qu'elles ont la taille d'une petite pièce d'or. Vous vous rendez compte ?;;;;;;;;;;x
VIETmisc.2299.a;What silly stories we tell our children and the gullible these days.;Quelles histoires idiotes nous racontons à nos enfants et aux naïfs de nos jours.;;;;;;;;;;;;x
VIETmisc.2300.desc;Your residence is home to a number of small geckos. Generally they’re tolerated in these parts because they are useful in getting rid of pests, mainly insects like mosquitos. But lately they’ve been getting on your nerves, interrupting your court, for instance, with their “tik tik tik” chirping noises.;Votre résidence abrite de nombreux petits geckos. Généralement, ils sont tolérés dans ces parties parce qu'ils sont utiles pour se débarrasser des ravageurs, principalement les insectes comme les moustiques. Mais ces derniers temps, ils vous tapent sur les nerfs, interrompant votre cour, par exemple, avec leur "tic tic tic tic" qui gazouille.;;;;;;;;;;x
VIETmisc.2300.a;We need them, though. Don’t want the mosquitos bothering us again!;Mais on en a besoin. Je ne veux pas que les moustiques nous dérangent encore !;;;;;;;;;;;;x
VIETmisc.2300.b;Chase them out! Pay someone to get rid of them!;Chassez-les ! Payez quelqu'un pour nous en débarrasser !;;;;;;;;;;;;x
VIETmisc.2301.desc;Unfortunately, it seems that ridding your house of those geckos wasn’t a good idea! Mosquitos returned in large numbers, and you had to waste a lot of money buying some geckos from the locals.;Malheureusement, il semble que débarrasser votre maison de ces geckos n'était pas une bonne idée! Les moustiques sont revenus en grand nombre, et vous avez dû gaspiller beaucoup d'argent en achetant des geckos aux habitants.;;;;;;;;;;x
VIETmisc.2301.a;What a frustrating waste of time!;Quelle perte de temps frustrante !;;;;;;;;;;;;x
VIETmisc.2302.desc;A local farmer recently tried beheading a chicken, intending to eat it. However, despite losing its head, the chicken still appears to be living! It walks around and can be fed by dropping liquid down the hole in its neck. The farmer has given this curiosity to you as a gift.;Un paysan de la région a récemment essayé de décapiter un poulet, dans l'intention de le manger. Cependant, malgré la perte de sa tête, le poulet semble toujours en vie ! Il se promène et peut être nourri en faisant tomber du liquide dans le trou de son cou. Le fermier vous a offert cette curiosité en cadeau.;;;;;;;;;;x
VIETmisc.2302.a;Amazing… yet disgusting.;Incroyable... mais dégoûtant.;;;;;;;;;;;;x
VIETmisc.2303.desc;A traveling troupe of entertainers is in your court today. Though most of their performances and shows are run of the mill and nothing remarkable, one event seems to be drawing a lot of attention: the corpse of a mermaid! It’s an ugly creature, with fish scales on the bottom and a hairy body and terrifying fangs.;Une troupe itinérante d'artistes est dans votre cour aujourd'hui. Bien que la plupart de leurs performances et spectacles soient en vogue et rien de remarquable, un événement semble attirer l'attention : le cadavre d'une sirène ! C'est une créature laide, avec des écailles de poisson sur le fond et un corps poilu et des crocs terrifiants.;;;;;;;;;;x
VIETmisc.2303.a;Shocking! Shocking indeed! Tell me about how you got a hold of this.;Choquant ! C'est choquant ! Dites moi comment vous avez eu ça.;;;;;;;;;;;;x
VIETmisc.2303.b;They insult my intelligence! It’s just a monkey’s head sewn to a fish’s body.;Ils insultent mon intelligence ! C'est juste une tête de singe cousue au corps d'un poisson.;;;;;;;;;;;;x
VIETmisc.2303.c;Wait a moment. At the neck… isn’t that a monkey’s head sewn to a fish’s body?;Attendez un instant. Au cou... N'est-ce pas une tête de singe cousue au corps d'un poisson ?;;;;;;;;;;;;x
VIETmisc.2304.desc;While outside with some of your courtiers, you all spotted some ducks. The silly way the ducks wobbled back and forth reminded you a certain courtier’s manner of walking...;Pendant que vous étiez dehors avec vos courtisans, vous avez tous repéré des canards. La façon idiote dont les canards se balançaient de part et d'autre rappelait la manière de marcher d'un certain courtisan...;;;;;;;;;;x
VIETmisc.2304.a;Heh heh...;Héhé ...;;;;;;;;;;;;x
VIETmisc.2305.desc;A small bird dared to perch itself atop my head! It sang a few notes, before I...;Un petit oiseau osa se percher sur ma tête! Il a chanté quelques notes, avant que...;;;;;;;;;;x
VIETmisc.2305.a;Waved my hands around, to force it off.;J'ai agité mes mains pour le faire partir.;;;;;;;;;;;;x
VIETmisc.2305.b;Let it stay there until it flew off.;Je le laisse jusqu'à ce qu'il décolle.;;;;;;;;;;;;x
VIETmisc.2306.desc;It's a rat? IT'S A RAT!;C'est un rat ? C'EST UN RAT !;;;;;;;;;;x
VIETmisc.2306.a;Get rid of it, get rid of it!;débarrassez vous-s'en, débarrassez vous-s'en !;;;;;;;;;;;;x
VIETmisc.2306.b;Bleh, not like I care.;Bah, c'est pas comme si je m'en souciais.;;;;;;;;;;;;x
VIETmisc.2306.c;I will hunt it down myself!;Je le traquerai moi-même !;;;;;;;;;;;;x
VIETmisc.2306.d;I feel sympathy for my brothers and sisters, the rats.;J'éprouve de la sympathie pour mes frères et soeurs, les rats.;;;;;;;;;;;;x
VIETmisc.2307.desc;You stumble as you see the fox standing there ahead of you. This is not a normal fox, it seems, but one of the foxes from the mountains of Tibet that probably came down from the Himalayas for whatever reason. These foxes have a strange, emotionless face, and this one in particular gazes at you coldly with its thin eyes and unmoving features.;Vous trébucherez en voyant le renard devant vous. Ce n'est pas un renard normal, semble-t-il, mais l'un des renards des montagnes du Tibet qui est probablement descendu de l'Himalaya pour quelque raison que ce soit. Ces renards ont un visage étrange, sans émotion, et celui-ci en particulier vous regarde froidement avec ses yeux minces et ses traits immobile.;;;;;;;;;;x
VIETmisc.2307.a;Creepy...;Effrayant...;;;;;;;;;;;;x
VIETmisc.2308.desc;The population of wolves in [Root.GetName] has grown to such size that their attacks on livestock, once rare, have increased in number and are damaging the local economy.;La population de loups en [Root.GetName] atteint une telle taille que leurs attaques contre le bétail, autrefois rares, ont augmenté en nombre et nuisent à l'économie locale.;;;;;;;;;;x
VIETmisc.2308.a;Bad to hear!;C'est mauvais à entendre !;;;;;;;;;;;;x
VIETmisc.2309.desc;The fishing industry of [Root.GetName] is experiencing something of a boom. For some reason, the population of fish has grown dramatically, significantly increasing the amount of fish available. This will feed many families and also provide a lot of fish that can be traded elsewhere.;L'industrie de la pêche en [Root.GetName] est en plein essor. Pour une raison ou une autre, la population de poissons s'est accrue de façon spectaculaire, ce qui a considérablement augmenté la quantité de poissons disponibles. Cela nourrira de nombreuses familles et fournira également beaucoup de poissons qui pourront être vendus ailleurs.;;;;;;;;;;x
VIETmisc.2309.a;Interesting news.;Intéressante nouvelle.;;;;;;;;;;;;x
VIETmisc.2310.desc;My ear was feeling very uncomfortable this morning. While cleaning my ear with an ear pick, I managed to extract a gigantic piece of earwax from inside, one that was the size of a fingernail, it seemed!;Mon oreille était très mal à l'aise ce matin. En me lavant l'oreille avec un coton-tige, j'ai réussi à extraire un énorme morceau de cérumen de l'intérieur, qui avait la taille d'un ongle, semblait-il !;;;;;;;;;;x
VIETmisc.2310.a;Now I hear things so much better!;Maintenant, j'entends les choses tellement mieux !;;;;;;;;;;;;x
VIETmisc.2311.desc;Some have told me that wet earwax makes good lip balm. Given that my lips have been rather dry lately, perhaps I should try it. After all I really should present myself better when in public!;Certains m'ont dit que le cérumen mouillé fait un bon baume à lèvres. Étant donné que mes lèvres sont plutôt sèches ces derniers temps, je devrais peut-être essayer. Après tout, je devrais mieux me présenter en public !;;;;;;;;;;x
VIETmisc.2311.a;That's disgusting.;C'est dégoûtant.;;;;;;;;;;;;x
VIETmisc.2311.b;Yes, it’s a good idea!;Oui, c'est une bonne idée !;;;;;;;;;;;;x
VIETmisc.2312.desc;The body of what appears to be a sailor washed up on shore close to your home. It appears the poor fellow got caught in a shipwreck or some sort of accident. On his ear is a golden earring - it is custom in these parts for Christian seamen to wear these earrings to pay for a proper Christian burial, should their drowned corpses be found.;Le corps de ce qui semble être un marin a échoué sur la rive près de chez vous. On dirait que le pauvre type s'est fait prendre dans un naufrage ou un accident. Sur son oreille, il y a une boucle d'oreille dorée - il est de coutume dans ces régions que les marins Chrétiens portent ces boucles d'oreille pour payer un enterrement Chrétien convenable, si leurs cadavres noyés sont retrouvés.;;;;;;;;;;x
VIETmisc.2312.a;Find the nearest Christian priest and give this man a proper burial.;Trouvez le prêtre Chrétien le plus proche et enterrez cet homme.;;;;;;;;;;;;x
VIETmisc.2312.b;Ignore the corpse, the peasants can take care of it.;Ignorez le cadavre, les paysans peuvent s'en occuper.;;;;;;;;;;;;x
VIETmisc.2312.c;That earring would look good on me - it's mine, now!;Cette boucle d'oreille m'irait bien. C'est à moi, maintenant !;;;;;;;;;;;;x
VIETmisc.2313.desc;I keep hearing weird buzzing noises all the time. It's very subtle, though, and I barely hear it, so it doesn't really bother me much, but it's something that makes me wary. None of my physicians have been able to figure out what's the issue.;J'entends des bruits bizarres avec le temps. C'est très subtil, cependant, et je l'entends à peine, donc ça ne me dérange pas vraiment beaucoup, mais c'est quelque chose qui me rend méfiant. Aucun de mes médecins n' a réussi à comprendre quel est le problème.;;;;;;;;;;x
VIETmisc.2313.a;Probably nothing serious... right?;Probablement rien de sérieux... pas vrai ?;;;;;;;;;;;;x
VIETmisc.2314.desc;A courtier of mine has been complaining about some sort of pain in their ear recently. Nothing else seems out of the ordinary, however.;Un de mes courtisans s'est plaint récemment d'une sorte de douleur à l'oreille. Rien d'autre ne semble cependant hors de l'ordinaire.;;;;;;;;;;x
VIETmisc.2314.a;I think they’re making a big deal about nothing.;Je pense qu'ils en font toute une histoire pour rien.;;;;;;;;;;;;x
VIETmisc.2315.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2315.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2316.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2316.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2317.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2317.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2318.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2318.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2319.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2319.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2320.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2320.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2321.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2321.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2322.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2322.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2323.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2323.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2324.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2324.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2325.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2325.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2326.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2326.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2327.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2327.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2328.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2328.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2329.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2329.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2330.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2330.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2331.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2331.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2332.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2332.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2333.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2333.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2334.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2334.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2335.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2335.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2336.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2336.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2337.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2337.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2338.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2338.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2339.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2339.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2340.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2340.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2341.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2341.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2342.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2342.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2343.desc;xxxxx;xxxxx;;;;;;;;;;x
VIETmisc.2343.a;Xxxxxxffff;Xxxxxxffff;;;;;;;;;;;;x
VIETmisc.2344.desc;xxxxx;xxxxx;;;;;;;;;;x
